Title,Review,Cons_rating,Cloth_class,Materials,Construction,Color,Finishing,Durability
Oh so soft!,"This cozy sweater has the feel of cashmere. it fits loose and has a similar look as a wrap or poncho. looks better over sleeveless or short sleeve tops. i'm surprised it isn't one size fits all b/c it is very generous in the xs/s, which i got and i'm a 6. i can see wearing this all year long, even summer cool nights. very classic style. the picture on website looks frumpy to me, but on it is very flattering.",5,Sweaters,,,,,
Everyone needs this top!,"I am a short frame with broad shoulders and a large chest which means peplum tops typically look horribly unflattering on my frame. not this top! the cut is very flattering due to the lower peplum. not too much fabric to add to the waistline, truly a perfect fit. if this top came in any other colors, i would buy them all.",5,Knits,,,,,
,Wonderful colors and fit tts. love the style. can were on or off the shoulders . love it!!!,5,Blouses,,,,,
Amazing everything !!!,"First i found the picture of this blouse stunning because the colors caught my attention . with that said, i found myself thinking of all the many events this could worn to, dressed up or down. so.... i found myself ordering it asap, paranoid that others were thinking i was thinking the same thing. well , i received it in the mail , and it was better than i thought!!! the colors and cut of this blouse is just as in the picture. i personally love this article/pattern of art, as i see it as an exp",5,Blouses,,,,,
,I love the way this fits and feels on. it is a beautiful piece and makes me happy to wear. i ordered my usual size medium and it fits well. the only con is that it is dry clean only.,5,Fine gauge,,,,,
Great look all in one,"I love everything about this sweater. it is very well made, beautiful material and such an effortless way to pull it all together. it runs large which was unfortunate for me as i bought the xs petite and i really need xxs in this one, but none are left. i am 5 ft. tall and weigh about 96 pounds. i can wear a 0 but not in this sweater. it runs very well and i highly recommend it. hope they make more in this style. it is so fresh looking and so comfortable.",5,Fine gauge,,,,,
Love!,I love everything bordeaux so when i saw this one i knew i needed to try it and it's my favorite top from this brand ever. i hope they keep the style and offer it in all of the colors going forward. it's a very flattering style for anyone - accentuates shape without being tight or clingy and the stripes are lovely. also the material is so soft. i have not washed it yet so i hope it stands up to wash and wear well. overall this is an amazing top. it runs slightly large. i'm usually an xs in tops,5,Knits,,,,,
So much prettier than pictured!,"I agree with the previous review, i too would not have purchased it if i had not tried it in the store (which is 2 hrs from my house!). the colors are much more saturated but not gaudy. the caveat, it is quite short. i am 5'10"", 135 lbs. i purchased a medium as it gave me the length i needed.",5,Blouses,,,,,
,"I'm so thrilled with these! the fabric is a little heavier, and they just fit really well when similar styles tend to be baggy.",5,Shorts,,,,,
Flirty and fun,"I am 5'5"", 145 lbs, a cup. depending on the style of the shirt i am between a medium and a small at retailer, in this case i purchased a small. even in the small the body has ample space which adds to the relax look without appearing sloppy. and because the shirt is wider i would say you can easily size down. the shirt is definitely flirty and fun with a great print, and easy to wear off of the shoulders. i invested in another retailer top that is also an ""off of the shoulder"" design but it does not",4,Blouses,,,,,
Didn't try petite,"The heart version is very pretty, i can't speak for the striped one as i have not seen that one in person. i ordered the xxs after trying on the xs, as i felt the petite would be perhaps too short. the xs was a little big on me. the only problem with xxs regular is the sleeves are longer on me, like 3/4 length, not to elbow as shown on model. but i don't want the shirt to be too short so sticking with that size.

for reference, i am 115 lbs, 30dd chest, 26.5 in waist, and short.",5,Blouses,,,,,
Long sleeves,"Very soft, first thing i have to say, but runs a little big, especially in the sleeves, i ordered the xxs p and the sleeves still bunch a lot at the wrists. also, other bummer is how sheer the ivory fabric is, i wish it had more substance for the price. but, i like the style and color combo. classic look, effortless, and can be paired with so many things. the regular size neckline was too low for me. the length on the petite was fine, not too short. so i say it runs big.

for reference, i am 1",4,Fine gauge,,,,,
"Attractive and good quality, but runs large","I love the look and feel of these shorts - typically my issue with any sort of cotton or linen shorts these days is that they're practically made of nothing, but these are comfortable and made of decent fabric. however, they run very large. being 100 lbs and about 5', i typically buy size 0 or xs, but these looked a bit ridiculous on me, with how big they are. i tried shrinking them in the wash, since they're 100% cotton, and that helped some, along with getting rid of the creases from shipping",3,Shorts,,,,,
Surprisingly sweet,"Truthfully, i wouldn't have looked twice at this shirt online. i came across it at my local retailer store and i'm so glad i did. the colors are more vivid and beautiful in person. i purchased the small (my normal size) and it hits at the waist.",5,Blouses,,,,,
So pretty in person!,"I agree completely with the previous reviews suggesting that this top is much prettier in person! i failed to notice this top online, but was drawn to it in the store (the green color). it is perfect for early fall weather. although i could probably wear the xs, i ordered the xxs online after trying on the xs because i wanted it to be a bit shorter and have less extra fabric in hopes that it would be just that much more flattering.",5,Blouses,,,,,
